"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
800	0.6509893	0.7540037	0.0230750	0.0343075	0.3615381	0.0664666	0.2333006	0.0891347	0.4681165	0.4635480	0.5763897	0.3436178	0.3445589	0.0617639	0.2637951	0.0821919	0.3920247	0.6314561	0.5340900	0.7004176	0.0542599	0.6166026	0.0552172	0.1018600	0.2922524	0.1656287	0.6826601	0.1413065	0.6252116	0.1284729	0.3362800	0.6731558	0.4949131	0.3953605	0.3233071	0.7046434	0.5207771	0.1195441	0.2387591	0.7542631	0.2704325	0.6367240	0.3583540	0.1600467	0.6827806	0.2497631	0.3246741	0.4845548	0.2399417	0.4025565	0.1966189	0.6771468	0.2285533	0.4986890	0.0186561	0.4026028	0.0421542	0.2069634	0.3398398	0.7573209	0.2632010	0.0962895	0.1407349	0.1630837	0.0328126	0.0228833	0.1405135	0.8209120	0.2819549	0.4806070	0.4401153	0.4020488	0.4441707	0.0752075	0.6264759	0.2435210	0.1619462	0.2531283	0.1453648	0.1917799	0.5954669	0.6451246	0.5654247	0.6156388	0.5324451	0.6639018	0.0653349	0.0774165	0.5166117	0.2326984	0.4303943	0.5660019	0.6199898	0.4656776	0.1230190	0.5262326	0.1954677	0.6868123	0.7446512	0.5780064	0.0076400	0.4818724	0.3711654	0.0225296	0.6701025	0.3720703	0.5951692	0.7171126	0.3228669	0.0066018	0.3269083	0.6925523	0.6925504	0.5737802	0.6911554	0.6482886	0.5785838	0.0738831	0.6553479	0.0135408	0.7294242	0.4837803	0.3546591	0.0650784	0.6233864	0.4076744	0.4406106	0.4152755	0.6994536	0.6016899	0.7459522	0.5917595	0.5675813	0.6120661	0.2894022	0.6629104	0.5615572	0.5889132	0.6345474	0.6004804	0.4852118	0.6643623	0.3436856	0.6558984	0.7907595	0.5880997	0.1252993	0.5605451	0.2047779	0.1251068	0.5500290	0.5073261	0.6597565	0.7766046	0.6740943	0.1830929	0.3806264	0.3822130	0.0299085	0.5433586
850	0.8567285	0.7446387	0.0476475	0.0267345	0.3298225	0.0960922	0.1928827	0.0799737	0.6007547	0.4867214	0.6540510	0.3011182	0.3884116	0.0530008	0.3379800	0.0185580	0.3616344	0.7944677	0.4925328	0.5610949	0.0742026	0.7070336	0.0269647	0.1521378	0.2125639	0.2080074	0.6653079	0.0732832	0.6455178	0.1637858	0.3996547	0.6189104	0.5056995	0.3856705	0.2597864	0.6907171	0.5404409	0.1384391	0.2667740	0.8240400	0.3369245	0.6582049	0.3188395	0.2184486	0.7953144	0.1967841	0.3488056	0.3816775	0.2654083	0.5456639	0.2452804	0.8334254	0.2842716	0.5068195	0.0172883	0.3481033	0.0321924	0.1873230	0.4211745	0.6989508	0.2853621	0.0748461	0.1371894	0.1453577	0.0416970	0.0302804	0.1191970	0.7172174	0.2029274	0.6326004	0.3221901	0.4189501	0.4351658	0.0880490	0.6313789	0.2660480	0.1912905	0.3354706	0.1508902	0.1970572	0.6637276	0.7339513	0.7488530	0.6099027	0.5725953	0.6120679	0.0619717	0.0388855	0.5384649	0.2969034	0.4470375	0.3079218	0.6178281	0.4074529	0.1363776	0.5708419	0.1317845	0.7139602	0.7691318	0.7318051	0.0043234	0.5178120	0.4872346	0.0245672	0.6948560	0.3569958	0.4606912	0.7203752	0.2337648	0.0241904	0.3270580	0.6522075	0.6239261	0.5304118	0.7059010	0.6472692	0.5692899	0.0748088	0.7931494	0.0677455	0.6340490	0.6528528	0.2827920	0.0798987	0.5911834	0.3213645	0.4058662	0.3281119	0.6730621	0.6265596	0.7235281	0.6225126	0.6249892	0.8035391	0.2628965	0.7406344	0.5637356	0.5778375	0.7599455	0.6696874	0.4788524	0.7165733	0.3380319	0.5530916	0.6577314	0.5212268	0.1649349	0.6120209	0.3721105	0.1242338	0.4474056	0.5033071	0.4764115	0.6084434	0.6915955	0.2217081	0.4859587	0.4736406	0.0454046	0.6648186
900	0.7567535	0.7159556	0.0195790	0.0275896	0.4078663	0.0943128	0.1888270	0.0840400	0.5552412	0.3501901	0.5825455	0.3287900	0.3215650	0.0756624	0.3910382	0.0134588	0.4062282	0.8259353	0.4226958	0.6305544	0.0402629	0.7462918	0.0355448	0.0725346	0.2840112	0.2005114	0.6422982	0.2006061	0.7151803	0.1348504	0.3440915	0.6319930	0.4022570	0.3971662	0.3318172	0.5813478	0.5805177	0.1248494	0.2578757	0.6316684	0.3096855	0.6070781	0.4236997	0.1812933	0.5539685	0.2681179	0.1988583	0.4488909	0.1870004	0.5092259	0.3143145	0.6705136	0.2489558	0.5663230	0.0267237	0.4451631	0.0544103	0.1947710	0.4007914	0.6406625	0.3712336	0.1022603	0.1380483	0.0645668	0.0569514	0.0377100	0.0976893	0.7873956	0.2923003	0.4587513	0.4099063	0.4365648	0.3154403	0.1250235	0.6065800	0.3258385	0.1562163	0.3447706	0.2049609	0.2128574	0.6133648	0.6454939	0.7125562	0.6248956	0.4819812	0.6564267	0.0792121	0.0681894	0.4963169	0.2047241	0.5146398	0.3170097	0.5824525	0.4860118	0.1756647	0.6314967	0.1979636	0.7601040	0.6408220	0.6757872	0.0067794	0.5041266	0.4356479	0.0444318	0.6214133	0.4099452	0.4746520	0.6672540	0.2101934	0.0249299	0.3748102	0.7342785	0.6379903	0.5499376	0.5988000	0.6978056	0.5614701	0.0668338	0.6325980	0.0461849	0.5966888	0.5162957	0.2893909	0.0947783	0.6860207	0.3493201	0.4982213	0.5862037	0.5505186	0.7093576	0.6912388	0.5391772	0.6864222	0.7100543	0.3279951	0.5915481	0.5185341	0.7846662	0.6148441	0.5748432	0.4788935	0.7140196	0.3720599	0.5332897	0.7001567	0.5407160	0.1295859	0.6311041	0.3387079	0.0920404	0.5663832	0.4531287	0.5169657	0.6591100	0.6879442	0.1324944	0.3610036	0.4743259	0.0216149	0.5560338
950	0.6122416	0.9064012	0.0263362	0.0170763	0.3617306	0.0589532	0.2335708	0.0783510	0.5150813	0.3177198	0.5970251	0.2670110	0.4444237	0.0588353	0.3580647	0.0220528	0.4868242	0.6737365	0.4854644	0.7028485	0.0678381	0.6058921	0.0325201	0.1032874	0.2385082	0.1543471	0.6956339	0.1804880	0.5257479	0.1243547	0.3705524	0.6460063	0.5207246	0.4233217	0.3382422	0.5700975	0.5316069	0.0692099	0.2860663	0.7364076	0.2054005	0.5610769	0.4197487	0.2279893	0.6677029	0.3225581	0.2651462	0.3487013	0.3036941	0.5376184	0.2473087	0.5721864	0.2080824	0.5362564	0.0103260	0.3308423	0.0720089	0.2227097	0.5009408	0.6578714	0.3085970	0.0922408	0.1473201	0.0513766	0.0248709	0.0415679	0.0738484	0.6301226	0.2433340	0.4781259	0.3371622	0.4542092	0.3692025	0.1121358	0.6404399	0.2695977	0.1732664	0.3420813	0.2436644	0.1814840	0.5826189	0.6079255	0.7630460	0.6213817	0.4610010	0.7401794	0.1066761	0.0582972	0.5272865	0.3170878	0.3017570	0.3877499	0.7316554	0.3419667	0.1158962	0.5266164	0.1994351	0.6929964	0.6115537	0.6783259	0.0095828	0.4089650	0.3230216	0.0221075	0.6830447	0.3502570	0.3464353	0.5849406	0.2970599	0.0228562	0.3204327	0.7619207	0.6653595	0.4931183	0.7133321	0.6074006	0.5444531	0.0820116	0.5934432	0.0314084	0.6758407	0.5519980	0.3368383	0.0875725	0.5819798	0.3849439	0.3077003	0.3459512	0.5522729	0.4896053	0.7318693	0.5459796	0.7015812	0.7488524	0.2823081	0.5457898	0.5289697	0.6252285	0.6526090	0.6850804	0.4166564	0.8243904	0.2601835	0.4754361	0.7182123	0.4060922	0.1593080	0.7152711	0.2731701	0.1187264	0.5272696	0.4720945	0.4635421	0.6639364	0.6910098	0.1809696	0.3621924	0.3461289	0.0216837	0.5803344
1000	0.6968229	0.8114669	0.0483483	0.0166200	0.3163103	0.0408157	0.1721315	0.0566788	0.4485895	0.3009688	0.6771186	0.2562862	0.3048695	0.0899453	0.3029595	0.0443803	0.5574582	0.6388156	0.5477209	0.8145940	0.0701848	0.6056282	0.0234387	0.1262947	0.3646571	0.1375954	0.6831673	0.1321345	0.5250880	0.1677767	0.3488003	0.6534815	0.3904341	0.3612481	0.3232333	0.6204937	0.5420149	0.0836507	0.2051971	0.6733880	0.2926635	0.6419876	0.4277321	0.1907206	0.7147535	0.2953568	0.2424266	0.3675279	0.4023531	0.4857538	0.1863537	0.5153819	0.2311368	0.5935861	0.0112381	0.3918828	0.0717685	0.1802670	0.5575455	0.8622181	0.2987617	0.1078249	0.1239061	0.0950940	0.0497799	0.0194915	0.1087190	0.6695471	0.2304782	0.5346095	0.4091181	0.4648299	0.4312492	0.1044346	0.5786535	0.2260875	0.2186179	0.3860982	0.1578391	0.2267994	0.7072182	0.6809014	0.6683575	0.6645909	0.5587197	0.6699745	0.0635187	0.1093213	0.5842955	0.2609060	0.3721649	0.3009156	0.6404238	0.3486114	0.1069067	0.6203392	0.1732284	0.6215714	0.6271014	0.6502693	0.0300425	0.5073874	0.3701628	0.0231129	0.8028599	0.4146983	0.3906035	0.6370210	0.2401553	0.0179249	0.3603594	0.5686889	0.7072939	0.5180278	0.6460680	0.5998990	0.6018068	0.0888047	0.6736838	0.0510299	0.7980009	0.6421256	0.2855389	0.1003726	0.5751783	0.3863617	0.4399403	0.4105589	0.5847150	0.5319642	0.6582019	0.6153582	0.5590954	0.6288134	0.3184647	0.5551482	0.5350459	0.5437657	0.7908312	0.7018096	0.5310675	0.7217657	0.3030453	0.4670136	0.7412078	0.5267776	0.1306814	0.6823312	0.2894605	0.1114430	0.4551963	0.5632329	0.5224691	0.6187099	0.5935377	0.1760228	0.4524884	0.3784463	0.0254217	0.4887332

0	0.6908392	0.6405209	0.0475137	0.0659042	0.3635944	0.0811748	0.1777585	0.0741625	0.5581776	0.3151271	0.6113234	0.2935699	0.3739721	0.0560822	0.3896710	0.0345311	0.3675112	0.7037696	0.5468408	0.6572338	0.0637654	0.7817500	0.0161128	0.1151263	0.2240059	0.1344937	0.7635401	0.1381667	0.6231791	0.1903527	0.3992511	0.6065531	0.4985859	0.3623956	0.2655201	0.6262759	0.5859615	0.1234766	0.2543780	0.7741482	0.3739842	0.7485614	0.3515489	0.2355273	0.6303683	0.2590348	0.2908753	0.4094909	0.2887332	0.5394131	0.2167880	0.6951304	0.3215310	0.6047172	0.0204831	0.4768701	0.0405589	0.1828949	0.3979079	0.6230543	0.3370501	0.1133504	0.0953492	0.0772982	0.0736460	0.0368996	0.1303098	0.5743472	0.2908677	0.5084287	0.3332330	0.4594685	0.4770747	0.1218433	0.5460621	0.2974960	0.2155444	0.2655055	0.1940629	0.2167119	0.6814044	0.5916272	0.6791747	0.6502344	0.5119579	0.5929522	0.0426087	0.0616195	0.5187948	0.2000986	0.3837133	0.4676068	0.7144883	0.3669560	0.1991943	0.7027217	0.1601650	0.6295794	0.6322592	0.6736220	0.0151480	0.4480921	0.5077325	0.0710168	0.6578643	0.4197447	0.4755446	0.7626046	0.2836722	0.0104142	0.4148244	0.6200263	0.7651923	0.5823305	0.7229430	0.6527805	0.5833677	0.0994569	0.5909547	0.0528821	0.8606834	0.7202963	0.4059341	0.0948724	0.6045521	0.3779839	0.4525086	0.5190734	0.6330670	0.5866241	0.6676220	0.7379141	0.5937342	0.8620653	0.3578214	0.7067883	0.6528485	0.5682967	0.7345820	0.5731531	0.4786087	0.5929053	0.3726095	0.6425931	0.7154543	0.5057113	0.1859359	0.6057332	0.3145394	0.1069000	0.5762014	0.6834939	0.5836006	0.7186980	0.7202261	0.1564662	0.3947117	0.6350392	0.0611285	0.6605228
50	0.6525292	0.8064233	0.0266785	0.0156104	0.3897178	0.1247212	0.0793015	0.0184612	0.5759568	0.3218404	0.6377440	0.3222350	0.2324898	0.1011492	0.3304553	0.0200654	0.5310598	0.6794277	0.7078489	0.6615665	0.0624833	0.6053470	0.0060444	0.1055599	0.2376183	0.1787673	0.7138423	0.1444226	0.6699407	0.0571921	0.2414077	0.7334520	0.4336365	0.2980685	0.2989512	0.7068214	0.6492333	0.0425400	0.2542938	0.4417333	0.3710220	0.7548244	0.4574795	0.2471642	0.6580511	0.2628313	0.2042433	0.3366794	0.3796161	0.6414250	0.1411455	0.1819079	0.0681444	0.6002380	0.2259541	0.4234181	0.0492467	0.2245133	0.5693958	0.3075669	0.2394111	0.1056116	0.1457560	0.0360524	0.0605011	0.0310463	0.0908438	0.6359532	0.2327531	0.4888365	0.3545651	0.3353006	0.4205737	0.0179768	0.7336237	0.3130973	0.1396676	0.2381428	0.0732923	0.1770941	0.6284596	0.8389922	0.6194056	0.6987138	0.6626125	0.6160405	0.0963859	0.0312844	0.5305448	0.1002102	0.5432009	0.5064185	0.6216645	0.3217186	0.0459840	0.5536080	0.1728715	0.6980125	0.6401566	0.6157222	0.0128222	0.4581613	0.5800079	0.0356689	0.6719731	0.4061389	0.4639732	0.6428132	0.2502270	0.0172901	0.5109954	0.7046076	0.7372664	0.6325992	0.6084264	0.6367758	0.5817654	0.0049494	0.6661115	0.0267188	0.5904522	0.7343207	0.3144180	0.0617386	0.5797408	0.4354399	0.5582179	0.5018395	0.7343412	0.5873166	0.6261535	0.6450855	0.5035767	0.8092852	0.4307630	0.5779890	0.5326790	0.5741037	0.7537674	0.5489404	0.5500314	0.7228937	0.3145993	0.5991758	0.7876653	0.5759363	0.4198921	0.7541330	0.3343185	0.1020576	0.6485106	0.6586813	0.4861718	0.7090170	0.8152681	0.1942423	0.3788872	0.4842689	0.0413387	0.7141792
100	0.6899086	0.6648545	0.0232784	0.0183353	0.4996893	0.0960923	0.0949100	0.0168386	0.5036784	0.3385400	0.6797701	0.2555555	0.2755937	0.0612608	0.3933793	0.0137212	0.4034491	0.7484729	0.5753675	0.5896962	0.0358637	0.6449999	0.0001275	0.1049268	0.2318515	0.2194974	0.7080068	0.0932551	0.6521849	0.0065055	0.3692230	0.6450248	0.5737453	0.2869564	0.3695161	0.6554543	0.6215717	0.0219269	0.2371062	0.3174967	0.4239864	0.7391720	0.4981760	0.1710728	0.7913498	0.2258274	0.2678966	0.3970982	0.5387813	0.5356346	0.1793665	0.0873939	0.0082961	0.5257917	0.3737668	0.4577467	0.0571009	0.2333095	0.6623658	0.3780953	0.3269326	0.1009712	0.1905842	0.0442846	0.0194883	0.0527610	0.2293490	0.7649803	0.1724421	0.5887385	0.3530529	0.3858335	0.4611458	0.0057708	0.7145746	0.2265004	0.0956233	0.2749957	0.0376041	0.2371941	0.6041609	0.5372463	0.6854071	0.7334734	0.5835636	0.5893922	0.1121897	0.0494957	0.5199631	0.1544445	0.6153136	0.7263012	0.6993820	0.4987089	0.0323490	0.6902734	0.1312576	0.7963190	0.6733128	0.6712929	0.0106467	0.4851282	0.5364325	0.0239927	0.5824093	0.4964302	0.5658253	0.6400204	0.3342796	0.0190980	0.5369801	0.6850409	0.6247418	0.5688849	0.7647777	0.6345856	0.5703209	0.0000000	0.5382554	0.0104787	0.6872982	0.5758165	0.2845936	0.0773705	0.6587283	0.4566631	0.5422370	0.5012938	0.6134646	0.5554237	0.6949059	0.7983094	0.7208306	0.6410154	0.4945745	0.5492930	0.4881218	0.5510372	0.5943183	0.7850685	0.6555857	0.7632249	0.3091651	0.6395782	0.6959602	0.5239086	0.4494081	0.6768875	0.2926135	0.0848892	0.4670314	0.5382595	0.5581692	0.7844167	0.8675582	0.1773526	0.3592469	0.4518890	0.0202505	0.5471754
150	0.7657077	0.7583749	0.0251346	0.0061723	0.4218957	0.0671016	0.0666126	0.0070991	0.5658806	0.3054896	0.7212449	0.2592443	0.2416953	0.0585047	0.3492876	0.0243061	0.3510789	0.7014635	0.4223416	0.5842670	0.0603049	0.7905981	0.0001286	0.0790427	0.2725372	0.1873200	0.6717735	0.0739350	0.5838879	0.0007376	0.3466395	0.6429230	0.3897568	0.4102276	0.2483919	0.7571628	0.5115860	0.0220768	0.1932374	0.2770743	0.2544478	0.6886714	0.6040520	0.2282819	0.6566770	0.2848317	0.2112213	0.3911980	0.5997249	0.4199826	0.1312725	0.0303592	0.0137272	0.5931940	0.5009643	0.3219381	0.0497910	0.2364694	0.6685718	0.2867350	0.3831329	0.0754070	0.1412814	0.0217141	0.0083676	0.0285488	0.0837310	0.6423110	0.2635155	0.6134054	0.3591284	0.4184881	0.3556226	0.0043888	0.5451450	0.2478768	0.1528225	0.2244266	0.0425217	0.1249570	0.7296525	0.7950925	0.7056785	0.5095822	0.4961659	0.6637138	0.0710794	0.0387208	0.4275817	0.1488522	0.6150268	0.7371822	0.8128355	0.4116450	0.0141605	0.7513027	0.1805553	0.7564983	0.5918935	0.6807142	0.0084111	0.5133138	0.5933494	0.0313586	0.7097432	0.4431339	0.4060026	0.5797309	0.2761562	0.0172137	0.5478704	0.5948823	0.8604345	0.6218882	0.7605785	0.5772397	0.5191800	0.0030585	0.6872212	0.0029979	0.7162697	0.5172399	0.2813562	0.1092284	0.5801309	0.4349080	0.5081708	0.4214422	0.6119446	0.4997225	0.7452293	0.6206327	0.5886305	0.6492053	0.4944820	0.4951485	0.5627114	0.7389686	0.7161181	0.6592843	0.6451209	0.6951016	0.3562420	0.6254534	0.6401199	0.5407677	0.3721778	0.5873624	0.3131976	0.0924541	0.5055797	0.7482982	0.5393175	0.6599550	0.6880042	0.1862222	0.3130008	0.5129921	0.0541119	0.4593112
200	0.6781543	0.6830296	0.0032525	0.0227440	0.3722324	0.0523913	0.0528397	0.0173720	0.5424713	0.2617531	0.5693439	0.2905745	0.1781327	0.0703251	0.3836832	0.0226778	0.3725861	0.6915128	0.5507515	0.6061035	0.0394720	0.6935882	0.0000343	0.0941022	0.1809778	0.1719305	0.6328566	0.0800217	0.6576830	0.0000000	0.3459765	0.6372860	0.4125506	0.3371156	0.3220091	0.6551224	0.4996789	0.0079651	0.2106053	0.2460573	0.2798813	0.7043956	0.6347169	0.2066244	0.6425131	0.2678909	0.1546598	0.3034723	0.4873393	0.5532073	0.0966826	0.0282641	0.0115263	0.7166583	0.4574694	0.3875645	0.0449518	0.2060367	0.6550551	0.2458599	0.4019937	0.1004422	0.0908154	0.0106626	0.0106385	0.0347107	0.0817561	0.7253706	0.2110926	0.7471005	0.4383205	0.4764616	0.3994461	0.0114327	0.5654521	0.3409795	0.1773539	0.2014869	0.0157871	0.1601352	0.7084299	0.6289761	0.6116196	0.6510979	0.5733382	0.6816387	0.0350360	0.0840001	0.4947840	0.1143749	0.6822125	0.5573307	0.5016565	0.3031373	0.0124372	0.8566680	0.1649479	0.6550071	0.7403948	0.6328910	0.0093550	0.4335835	0.6357127	0.0274058	0.7512459	0.4238203	0.4469267	0.6724927	0.3555358	0.0074848	0.4459989	0.8070315	0.7328019	0.6706954	0.6493003	0.6565055	0.4886610	0.0009751	0.7293235	0.0008795	0.8125578	0.6044274	0.3117496	0.0754510	0.4976398	0.3416186	0.5438105	0.4634322	0.5762290	0.5682906	0.6205497	0.7188834	0.5910296	0.8019048	0.4230901	0.5439693	0.5702416	0.4698881	0.7776884	0.6523477	0.7228663	0.8125126	0.2947704	0.6142805	0.5952773	0.3676373	0.4255286	0.6989421	0.2472494	0.0701656	0.5622817	0.7643286	0.5027313	0.6182117	0.8558861	0.1694720	0.4161410	0.3645914	0.0148989	0.4831505
250	0.7405532	0.7694034	0.0149226	0.0319130	0.3306779	0.0551069	0.0800744	0.0213843	0.5195663	0.2920569	0.5978432	0.3232566	0.2124826	0.0409589	0.2594364	0.0139155	0.4019463	0.7001790	0.5342703	0.6458583	0.0357321	0.6142670	0.0002712	0.0800709	0.2739872	0.2621212	0.5824218	0.1011936	0.7339331	0.0012535	0.3599713	0.5360888	0.6275149	0.4149653	0.2866346	0.7683500	0.4236712	0.0190797	0.2158738	0.3056590	0.2931847	0.7364177	0.6105225	0.2645198	0.6168019	0.3070007	0.2337980	0.3656122	0.5054711	0.5132551	0.1469845	0.0239419	0.0201168	0.4756020	0.4190306	0.4517759	0.0502902	0.1892817	0.5759899	0.3021063	0.4979336	0.0729482	0.1471103	0.0243173	0.0341663	0.0240101	0.1148808	0.7090809	0.1959887	0.5925075	0.4105375	0.4457744	0.4026725	0.0241345	0.7727580	0.3980480	0.1377066	0.1904623	0.0369097	0.1509408	0.8083192	0.6516104	0.5790094	0.7908214	0.5203685	0.7368347	0.0641774	0.0576832	0.4511910	0.0967159	0.6847328	0.6374231	0.6393402	0.2517596	0.0102896	0.6392766	0.1898899	0.7282610	0.7336989	0.6167916	0.0175891	0.4186934	0.5056242	0.0269675	0.7675742	0.3611298	0.4492625	0.6997341	0.2497024	0.0208393	0.5962067	0.7001229	0.7562668	0.4298529	0.7409277	0.5938600	0.4912413	0.0004782	0.5769310	0.0005574	0.7300439	0.6165001	0.3311086	0.1112942	0.4580574	0.3938369	0.5226946	0.3777797	0.6694319	0.5445594	0.7189966	0.5944190	0.6432685	0.7097517	0.3541798	0.5704223	0.5574295	0.6015084	0.6983669	0.8458314	0.6873266	0.6987724	0.3201795	0.4637489	0.7031165	0.4176497	0.5024144	0.6090840	0.3913185	0.1277488	0.5423250	0.6667932	0.4145350	0.6879475	0.7586016	0.1550914	0.3796303	0.4306048	0.0192501	0.5517531
300	0.6363877	0.7522850	0.0055688	0.0279286	0.4782568	0.0936022	0.0502137	0.0215821	0.4493243	0.3653388	0.5629647	0.3152457	0.2152709	0.0700662	0.2719731	0.0195448	0.4172607	0.6659668	0.5470934	0.7967891	0.0885130	0.6616826	0.0000831	0.0611562	0.3417042	0.1405112	0.6117690	0.0890632	0.4955853	0.0006928	0.3298464	0.6405706	0.3720374	0.3663776	0.2649795	0.6234496	0.3555235	0.0109492	0.2382252	0.2460871	0.2028191	0.7039486	0.6152250	0.1650104	0.5873624	0.3090358	0.2085406	0.4064398	0.5844081	0.4821889	0.2009247	0.0465331	0.0039171	0.4763968	0.2946595	0.3843690	0.0557197	0.2573519	0.7121112	0.2816039	0.4872833	0.0652167	0.2198264	0.0078910	0.0047228	0.0663539	0.1249858	0.7190553	0.2382641	0.6111438	0.4848850	0.4083837	0.3420946	0.0075571	0.6497716	0.2400823	0.1711380	0.3218552	0.0255268	0.1720771	0.5968133	0.6616788	0.6259465	0.6820624	0.5521587	0.5671724	0.0731878	0.0415863	0.3001531	0.1890022	0.6100181	0.5925423	0.5695068	0.2978453	0.0087635	0.7406307	0.2561745	0.7194775	0.5884311	0.5876554	0.0204428	0.3589778	0.4832933	0.0269091	0.7763732	0.2941997	0.4525674	0.6940720	0.2114281	0.0283512	0.5261587	0.7274685	0.7580531	0.4736062	0.6751522	0.6340652	0.5982579	0.0018171	0.7029053	0.0046851	0.7158359	0.5510436	0.3057972	0.0753467	0.5118550	0.4118873	0.4207712	0.3436484	0.5928234	0.5074147	0.7535232	0.6016050	0.6879382	0.7412224	0.3545332	0.4639964	0.5757849	0.6125916	0.8361702	0.6761767	0.8359067	0.5942340	0.2959713	0.6540216	0.7118774	0.4697155	0.4381475	0.6902351	0.3542382	0.0868676	0.4545761	0.6887953	0.4828697	0.6720603	0.7550852	0.1763481	0.3180300	0.3270204	0.0321617	0.6732093
350	0.7332196	0.6319419	0.0121271	0.0155412	0.3573579	0.1317291	0.0967201	0.0298774	0.4640936	0.4146275	0.6490587	0.2745349	0.1917741	0.0784314	0.2701647	0.0351838	0.3487151	0.6141033	0.5824093	0.7388758	0.0480176	0.7311173	0.0001488	0.1099397	0.2705764	0.1424612	0.5970044	0.1053644	0.5920075	0.0021174	0.3160816	0.6513707	0.4533533	0.3294384	0.3025005	0.7340305	0.5497063	0.0582476	0.2615251	0.2571915	0.2575864	0.7308139	0.6425067	0.1750793	0.7452410	0.2305774	0.2806068	0.3698640	0.6421985	0.5142231	0.1626972	0.0567867	0.0095851	0.5546603	0.3456046	0.3884893	0.0720741	0.1758610	0.6617822	0.2667090	0.4905743	0.0569308	0.1611762	0.0318754	0.0334303	0.0308384	0.0765005	0.7703588	0.2505303	0.4745738	0.4448708	0.4875246	0.5376372	0.0079001	0.6373884	0.4022995	0.1293223	0.1695901	0.0467868	0.1991028	0.6709918	0.7838410	0.7129933	0.6965347	0.4788024	0.7228872	0.0604794	0.0520312	0.4344929	0.1318111	0.6685365	0.6940569	0.7055196	0.3615510	0.0228769	0.6309901	0.2028055	0.7020559	0.6420800	0.7033912	0.0191763	0.4828772	0.5269382	0.0499423	0.8743646	0.3482424	0.4334456	0.7980314	0.3211419	0.0231378	0.6204652	0.6746656	0.5533106	0.4075636	0.6979966	0.5894004	0.5096578	0.0007728	0.5477962	0.0014928	0.8653828	0.5600326	0.3252505	0.0832924	0.5797009	0.3571245	0.4446872	0.3726689	0.6141530	0.5393307	0.7417691	0.6535714	0.5972748	0.6786147	0.3306859	0.5455590	0.6912248	0.5453337	0.7055513	0.7065553	0.5611812	0.8104105	0.3297453	0.5699178	0.7290893	0.4443930	0.4988244	0.7690482	0.2453635	0.0671260	0.4788575	0.7010674	0.4280848	0.6337393	0.7101419	0.2050236	0.5176829	0.3365736	0.0498910	0.5438808
400	0.7726273	0.6979546	0.0095235	0.0284251	0.3600592	0.0885297	0.0717024	0.0297562	0.5205392	0.3154418	0.5645950	0.2793677	0.3004806	0.0760679	0.3513291	0.0188757	0.5491856	0.7383408	0.6149640	0.7120627	0.0523857	0.6934298	0.0002077	0.0951139	0.2918902	0.1183946	0.7863298	0.0636191	0.5628716	0.0012505	0.4548437	0.7621672	0.5292855	0.3611763	0.2963851	0.7116853	0.5662653	0.0288053	0.1975581	0.2863278	0.3011351	0.7429960	0.6032106	0.1768603	0.6960427	0.2843719	0.2522466	0.5439674	0.7040184	0.4349218	0.1404459	0.0320647	0.0042862	0.6262784	0.4207834	0.4543261	0.0318462	0.1737468	0.5833886	0.2934870	0.3780442	0.0631138	0.1180599	0.0374254	0.0138282	0.0406811	0.1119386	0.6899090	0.2328241	0.5798061	0.4203590	0.5505482	0.2931391	0.0157208	0.5489933	0.2889868	0.1851679	0.1489556	0.0539354	0.1969583	0.6936073	0.6008591	0.6497419	0.6480878	0.6051217	0.6247633	0.0709863	0.0708556	0.3469676	0.1030962	0.9044830	0.6111419	0.5861893	0.2877313	0.0190352	0.5813210	0.1275566	0.8049925	0.7549094	0.6753365	0.0027147	0.3414505	0.5826678	0.0337190	0.8031281	0.3468197	0.5081874	0.6904396	0.2400557	0.0238579	0.4796011	0.6080430	0.6371403	0.4921327	0.7214009	0.6954971	0.5565005	0.0005539	0.5752040	0.0002313	0.5786385	0.6720429	0.3189067	0.0819305	0.6756823	0.3223981	0.4568475	0.4874410	0.5175449	0.5828947	0.7737847	0.5491808	0.6401808	0.6273672	0.3959331	0.6639935	0.5929123	0.4728065	0.7373598	0.6813408	0.6480873	0.6993194	0.2697985	0.6257400	0.6812867	0.4885058	0.4410450	0.6535045	0.2955855	0.0794693	0.6224209	0.8404601	0.5013979	0.6353748	0.6060192	0.1689242	0.3643970	0.3549366	0.0347490	0.5941850
