"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
700	0.0654392	0.6275001	0.2276342	0.5723624	0.0168280	0.0408791	0.0386979	0.6782551	0.0607830	0.0000000	0.2978788	0.1726018	0.0080531	0.2937842	0.3091268	0.8509151	0.4575544	0.2610758	0.0235312	0.1092747	0.0774894	0.3846133	0.5525714	0.1135187	0.6345420	0.0459297	0.2973912	0.1762280	0.0303675	0.0129944	0.2269697	0.5439285	0.2132261	0.6704272	0.1142374	0.0017195	0.2034076	0.2168485	0.1451520	0.1071002	0.4950608	0.7949123	0.5770852	0.4969511	0.2589691	0.1582513	0.4991412	0.7166402	0.4405028	0.0017081	0.6256694	0.6771323	0.3146182	0.7532583	0.1482702	0.3257332	0.1404235	0.6618123	0.3150127	0.7256497	0.2304850	0.6173199	0.0562285	0.5407480	0.5188207	0.5544926	0.7519934	0.3848192	0.7235081	0.6512546	0.3764829	0.5298342	0.7835271	0.5841040	0.4715044	0.7645656	0.2319636	0.7568742	0.0441972	0.3759673
750	0.0703171	0.5691902	0.2981409	0.6189290	0.0287416	0.0498814	0.0634192	0.7237754	0.0352403	0.0000157	0.2863726	0.1483366	0.0219597	0.2784852	0.3092925	0.6302076	0.4136031	0.2807291	0.0148092	0.0804407	0.1066280	0.4441013	0.5400699	0.1135943	0.6168846	0.0443924	0.2772556	0.3160791	0.0324566	0.0053308	0.2250175	0.6609880	0.1324375	0.5229824	0.1295977	0.0025279	0.2438029	0.1288996	0.1227053	0.0994261	0.4004622	0.7154705	0.4056974	0.4930806	0.3227276	0.1894931	0.6186936	0.6509716	0.3031584	0.0018154	0.7071449	0.6209816	0.4568507	0.6298084	0.1566143	0.3586836	0.1429565	0.6304707	0.4395096	0.6736648	0.3044294	0.6320594	0.0817205	0.6631215	0.5381924	0.4152897	0.6990639	0.3971377	0.7183419	0.6784720	0.3842686	0.5937795	0.7628518	0.6505851	0.4134877	0.6059865	0.3264447	0.7196747	0.0872120	0.4271694
800	0.0709243	0.6437533	0.3802529	0.6723537	0.0436213	0.0340843	0.0240284	0.6852047	0.0738073	0.0000000	0.2421140	0.1706093	0.0201206	0.3204293	0.2916279	0.7176698	0.4150385	0.2011304	0.0214985	0.0962008	0.0835483	0.4566102	0.5038871	0.0645933	0.5581364	0.0327806	0.3477983	0.2052532	0.0730099	0.0017708	0.1800687	0.5599394	0.1929505	0.6974713	0.1564819	0.0038156	0.3134437	0.1413313	0.1579678	0.0895400	0.4503186	0.6593495	0.5235723	0.4534630	0.2748422	0.2016963	0.5805281	0.5944392	0.4096448	0.0001903	0.6565106	0.5987670	0.3153508	0.7648994	0.2186302	0.4520337	0.1936945	0.6188090	0.3606028	0.5760453	0.2512650	0.6637488	0.0355140	0.5895633	0.5441146	0.4355289	0.7321129	0.3951025	0.7001235	0.6586359	0.5319715	0.5008727	0.6273110	0.5503745	0.4657519	0.6545168	0.2738674	0.6493542	0.0264361	0.4248537
850	0.0937259	0.6368234	0.2412596	0.7672902	0.0283781	0.0554538	0.0482299	0.6634285	0.0492511	0.0004655	0.3165596	0.1868895	0.0340481	0.2432256	0.3482468	0.7401247	0.4294674	0.2260315	0.0158348	0.1048628	0.1248682	0.3713300	0.6830391	0.1267758	0.6638620	0.0278548	0.2890685	0.2511478	0.0541211	0.0096623	0.2158214	0.6558881	0.1725251	0.6814349	0.1466040	0.0047033	0.2226179	0.1216939	0.1467164	0.0719103	0.5211207	0.4583187	0.5548014	0.5260769	0.2932736	0.0976672	0.6384725	0.6852238	0.3217470	0.0009621	0.6786326	0.7219282	0.3452397	0.6095967	0.2407401	0.3950990	0.1772468	0.5827059	0.3676764	0.6639562	0.2809090	0.6537268	0.0702062	0.5029674	0.6145152	0.5631060	0.6250515	0.4551470	0.8365060	0.7958397	0.6558725	0.5374201	0.7168173	0.5420729	0.4419545	0.7221062	0.2932919	0.7277350	0.0215580	0.3918398
900	0.0774542	0.5779263	0.3001572	0.6414049	0.0247797	0.0176861	0.0392121	0.6862362	0.0614702	0.0000830	0.2741846	0.2278206	0.0110239	0.2479287	0.4086531	0.6447538	0.4482982	0.2366884	0.0284535	0.0793170	0.1068660	0.3501263	0.5427414	0.1198679	0.6708241	0.0408920	0.3294571	0.2595856	0.0532611	0.0164278	0.2534630	0.4902145	0.1756957	0.7234608	0.0903607	0.0058091	0.2436176	0.1313976	0.1573324	0.1114172	0.4658938	0.6623348	0.3684821	0.5630393	0.3328010	0.0888485	0.6533541	0.7246801	0.3003448	0.0006256	0.6218112	0.8211337	0.3826590	0.6702864	0.2441261	0.4347947	0.1871970	0.6218980	0.3161918	0.7322110	0.1962889	0.5944236	0.0225390	0.5819527	0.4369020	0.5231656	0.6408287	0.3287525	0.7867378	0.6586429	0.4092946	0.5864584	0.5547237	0.5939204	0.4633666	0.6794873	0.3040823	0.7102532	0.0352103	0.4940469
950	0.0422463	0.6759548	0.3788754	0.6584543	0.0478536	0.0419083	0.0416533	0.7922528	0.0660330	0.0004022	0.3207331	0.1396551	0.0136651	0.2715761	0.3655973	0.6720472	0.4399938	0.2862324	0.0126233	0.0693395	0.0557832	0.3378988	0.5553932	0.1093862	0.6266791	0.0838388	0.2799432	0.2560723	0.0318197	0.0260579	0.2198495	0.5654648	0.1814673	0.4951992	0.0977858	0.0023707	0.2326604	0.1040663	0.1912287	0.1143431	0.4280429	0.7408506	0.3875590	0.4421970	0.3942439	0.0988827	0.5461588	0.8283209	0.3179594	0.0017435	0.5983662	0.6446192	0.3712996	0.5899882	0.1696550	0.3568509	0.1235766	0.5325027	0.3496992	0.7382641	0.1840087	0.6375670	0.0602939	0.6880260	0.5320069	0.4884989	0.6061664	0.3015200	0.7725454	0.7629390	0.4745083	0.4392540	0.7620032	0.6168497	0.4925899	0.6893180	0.3642541	0.8674817	0.0569831	0.4224670
1000	0.1032012	0.7643782	0.3200854	0.7765968	0.0287347	0.0969076	0.0281920	0.7112236	0.0938802	0.0000853	0.3417734	0.1215510	0.0099665	0.2265547	0.3732185	0.6386431	0.3770742	0.3001239	0.0086769	0.1080105	0.1164497	0.4335023	0.5882659	0.1094965	0.6831225	0.0419261	0.2490975	0.2738374	0.0342585	0.0162453	0.1536087	0.5345973	0.2179568	0.6751835	0.1239243	0.0018545	0.2751563	0.0885747	0.3063848	0.1742210	0.4732236	0.6491525	0.4819839	0.4343833	0.2146881	0.1328154	0.5684844	0.7982684	0.3418879	0.0087738	0.5540895	0.6914307	0.3265823	0.6360415	0.1990867	0.3107891	0.1007732	0.6141719	0.3041352	0.6707828	0.2668391	0.5754261	0.0394416	0.5577946	0.6221394	0.4953759	0.7313068	0.4067095	0.7394294	0.7062749	0.3543491	0.5066278	0.6440085	0.5876780	0.4534266	0.6935802	0.3063019	0.6602603	0.0286413	0.5015540

0	0.1038541	0.7286734	0.3425054	0.6926402	0.0096437	0.0460040	0.0518961	0.6892447	0.0772938	0.0002667	0.3252521	0.1843649	0.0125313	0.2331822	0.4403236	0.6901552	0.3706275	0.2703807	0.0252685	0.1370426	0.1111227	0.3613964	0.5061040	0.1799523	0.7956426	0.0269704	0.4205244	0.2742628	0.0489765	0.0114474	0.1889878	0.6362020	0.1371461	0.7723189	0.1056044	0.0009582	0.2431196	0.1897555	0.2052261	0.1665780	0.3681804	0.6368862	0.3578799	0.3812147	0.2520118	0.1707931	0.5147158	0.7135575	0.3753546	0.0036195	0.5584121	0.6790048	0.3683806	0.5989477	0.2423333	0.3852477	0.1802344	0.7157314	0.3367851	0.6703495	0.2279406	0.6287222	0.0466492	0.5884324	0.4951513	0.5085424	0.7470400	0.4764398	0.7240673	0.8208516	0.4966647	0.6853237	0.5863571	0.5482589	0.4947920	0.7135523	0.3293676	0.6646307	0.0534663	0.4927144
50	0.1001031	0.4050167	0.2118503	0.6313480	0.0002092	0.0106239	0.0278195	0.7610871	0.0731000	0.0008705	0.3275652	0.1880341	0.0037333	0.3652795	0.4977208	0.3959290	0.3791381	0.2342744	0.0193432	0.0758600	0.0503339	0.3731488	0.6604038	0.1392930	0.7336552	0.0234992	0.3232001	0.2382176	0.0170359	0.0138505	0.2371282	0.5967268	0.2108212	0.2980053	0.1436978	0.0058682	0.3171476	0.0947581	0.1798981	0.1729014	0.4506619	0.7097962	0.5085861	0.6088316	0.2341784	0.0924902	0.5880864	0.7056997	0.3455071	0.0019036	0.6908406	0.5096048	0.3522505	0.6936355	0.1868629	0.2589354	0.2916672	0.3359210	0.3591758	0.6947630	0.1787174	0.7108736	0.0680032	0.6444724	0.5737795	0.5329691	0.2286065	0.3175766	0.6401938	0.7667723	0.6380926	0.5015049	0.5567438	0.6263302	0.6326243	0.7738209	0.4173656	0.6943307	0.0311374	0.4674039
100	0.0608535	0.4606888	0.2177216	0.6808801	0.0002238	0.0038123	0.0334115	0.6852406	0.1162401	0.0000000	0.3418577	0.1829636	0.0000000	0.2488872	0.3402258	0.5853905	0.2928180	0.2912403	0.0170632	0.1407449	0.0914071	0.3195126	0.6201677	0.1601276	0.7533486	0.0357859	0.3007904	0.2139368	0.0141766	0.0044166	0.1886311	0.6697919	0.5932830	0.1744508	0.4065088	0.0011072	0.3150894	0.0109666	0.1320382	0.0930335	0.4305290	0.6962761	0.7182871	0.4665216	0.2573912	0.0338439	0.7186933	0.6544820	0.3789966	0.0002294	0.7505580	0.3831192	0.3920759	0.7434322	0.1109769	0.3012087	0.4899734	0.2821478	0.3380906	0.6564088	0.1672528	0.6257598	0.0502165	0.7011284	0.6073732	0.3863609	0.1809936	0.2417095	0.6735142	0.5764659	0.6196296	0.5573888	0.6357115	0.5717827	0.6685787	0.8592801	0.4357133	0.6631880	0.0267803	0.3295200
150	0.0992224	0.3404990	0.2841300	0.6819510	0.0000020	0.0065536	0.0662929	0.7011330	0.0558681	0.0000273	0.3506085	0.1601167	0.0003908	0.2298955	0.3532451	0.5698860	0.4219784	0.2014565	0.0374395	0.1025072	0.1272691	0.3476746	0.5951681	0.1297602	0.8410155	0.0043140	0.3627843	0.2046334	0.0134397	0.0114711	0.2063043	0.5978515	0.5770513	0.1031990	0.6783239	0.0034556	0.3488444	0.0150273	0.2080974	0.1391452	0.4885258	0.6732933	0.5164663	0.5627120	0.2240466	0.0703580	0.5748022	0.7137027	0.3453237	0.0000000	0.6685154	0.3738146	0.2609269	0.6805236	0.0869191	0.2137126	0.5369961	0.3461968	0.2526265	0.6820843	0.1274128	0.7251665	0.0380879	0.6333774	0.5239253	0.4788958	0.0965502	0.1665623	0.6500797	0.7581262	0.7409097	0.6182776	0.7102689	0.5483404	0.6173824	0.7050886	0.4034794	0.5852977	0.0322027	0.3580065
200	0.1050106	0.4059655	0.2982261	0.7750198	0.0001103	0.0075955	0.1233632	0.6647626	0.0999052	0.0000001	0.2629936	0.1711962	0.0000856	0.2894432	0.3426578	0.4891833	0.2978139	0.2658909	0.0158468	0.0576993	0.1174535	0.4288629	0.5075153	0.1132646	0.6519934	0.0024439	0.3399905	0.2682200	0.0652115	0.0103997	0.1267203	0.6693499	0.7209587	0.1009001	0.5754979	0.0576443	0.3750798	0.0379081	0.3352443	0.1425752	0.3647969	0.5993249	0.6765293	0.6177167	0.2506489	0.0706955	0.4891702	0.6340813	0.3693654	0.0000000	0.6774247	0.4267502	0.2581454	0.6393634	0.0764551	0.1437246	0.5135355	0.2819353	0.2542241	0.6236033	0.1669089	0.7377531	0.0418428	0.5983187	0.6291444	0.3085352	0.1125561	0.2456771	0.8428543	0.6818549	0.7624081	0.5406267	0.7470983	0.4595707	0.7732805	0.7032780	0.4502858	0.7858173	0.0316586	0.4462751
250	0.1300683	0.4013470	0.2647099	0.5579422	0.0005209	0.0101109	0.1259497	0.7865835	0.1341205	0.0000854	0.4811736	0.1316298	0.0015051	0.1986174	0.3230873	0.5123128	0.4346586	0.2302827	0.0401453	0.1163303	0.1585242	0.3268260	0.5456358	0.1433009	0.7217327	0.0003647	0.2326744	0.1963516	0.0695402	0.0198314	0.1817498	0.5865286	0.7172283	0.0945237	0.6808310	0.0413214	0.3597309	0.0521843	0.3048430	0.1806048	0.5184339	0.6547400	0.5973240	0.5170668	0.2574588	0.0642434	0.5698780	0.7935260	0.3398740	0.0003152	0.6660748	0.3466685	0.2434408	0.6820001	0.0212989	0.1700960	0.6428320	0.2147635	0.2295979	0.8258793	0.1091531	0.7965688	0.0329105	0.6431730	0.6012397	0.2684453	0.1150719	0.1780647	0.6499170	0.6403895	0.7248865	0.6435767	0.6629970	0.4498129	0.5804113	0.6253728	0.3594421	0.6991653	0.0918361	0.4869175
300	0.0675922	0.3908644	0.3220710	0.8356274	0.0001338	0.0133491	0.1360191	0.5808094	0.1476762	0.0000416	0.3765215	0.1497236	0.0000538	0.2736561	0.3072052	0.6090245	0.4170432	0.3080531	0.0131430	0.1180582	0.0958724	0.3638624	0.5032582	0.1385499	0.7350887	0.0000000	0.2485516	0.2506989	0.0872387	0.0106042	0.1976344	0.6477795	0.5844795	0.0563960	0.6805306	0.0441087	0.4151603	0.0357581	0.2986934	0.1095529	0.3601910	0.7725845	0.5723429	0.4254186	0.2964214	0.0641934	0.6415360	0.7106823	0.3940374	0.0001207	0.6531687	0.3867698	0.2408764	0.6517341	0.0810114	0.2239014	0.6208616	0.2438137	0.2174954	0.7362989	0.1076298	0.7301417	0.0404534	0.5759650	0.5962553	0.2939438	0.1316979	0.1392592	0.5742700	0.7052902	0.7163600	0.6003237	0.6626640	0.4436198	0.6571903	0.6834898	0.3665774	0.6772227	0.0346979	0.4851862
350	0.1278222	0.4249935	0.3431025	0.5420373	0.0000978	0.0068742	0.1394578	0.6992079	0.1282949	0.0000874	0.3019536	0.1663671	0.0015383	0.2997170	0.2878224	0.5180116	0.3894424	0.2222273	0.0116055	0.1030361	0.1338728	0.2964092	0.5952949	0.1387892	0.7841989	0.0002984	0.2202072	0.2644409	0.0611131	0.0246507	0.1442393	0.6994037	0.6666365	0.0799885	0.6223884	0.0881257	0.4142580	0.0487878	0.2981397	0.1644055	0.4915304	0.6896032	0.6321345	0.4678478	0.3007620	0.0774511	0.6149003	0.7743696	0.3658622	0.0038825	0.6461161	0.4287248	0.2529119	0.5889357	0.0409960	0.2662786	0.6683891	0.2254313	0.2013802	0.5895231	0.1132181	0.7931675	0.0241989	0.6223539	0.6206933	0.2852800	0.1777446	0.1997438	0.6815005	0.5571758	0.6179705	0.5573998	0.6587082	0.5229607	0.6813510	0.6085303	0.3826827	0.6157804	0.0379946	0.3938577
400	0.1548551	0.4120815	0.2768986	0.6424410	0.0000000	0.0133500	0.1585274	0.8263842	0.1215968	0.0004891	0.2894024	0.1642236	0.0004038	0.4001529	0.3551262	0.4432845	0.4483962	0.1995476	0.0084428	0.1247769	0.0984316	0.3227123	0.4845419	0.1031170	0.7763797	0.0051918	0.2445482	0.3076509	0.0766564	0.0154426	0.1674730	0.7877857	0.6634814	0.1335766	0.7382725	0.1440393	0.4115011	0.0379621	0.3137454	0.1321326	0.4094950	0.6859686	0.5281736	0.4662170	0.3141997	0.0433574	0.5774273	0.7874186	0.3533101	0.0054607	0.6198778	0.3435809	0.2041795	0.7248531	0.0676498	0.2324829	0.6890106	0.2105987	0.1865684	0.6788016	0.1341809	0.7576185	0.0234026	0.5961071	0.5706748	0.3639238	0.1169195	0.1448169	0.6554647	0.7358098	0.6509828	0.5621985	0.7712683	0.5330619	0.7329575	0.6072869	0.2950933	0.6432177	0.0482912	0.4149735
450	0.0952276	0.3541603	0.2793133	0.7177975	0.0000018	0.0054544	0.1514557	0.8130832	0.0923928	0.0000002	0.3231556	0.1552076	0.0000081	0.2655015	0.3989741	0.4707370	0.3436690	0.2040308	0.0054154	0.0719125	0.0832963	0.3264901	0.5323314	0.1284445	0.7780550	0.0039601	0.2221060	0.2173039	0.0708687	0.0092382	0.1652873	0.6364192	0.7408112	0.1053074	0.7176959	0.0918669	0.3898711	0.0426763	0.3089285	0.1280571	0.5521401	0.7196187	0.5318242	0.4978698	0.2846978	0.0524773	0.6373234	0.6715533	0.4284452	0.0034358	0.5661419	0.2971507	0.1883868	0.7300363	0.0380992	0.2224216	0.5671209	0.2919082	0.1564976	0.5683032	0.1050235	0.7097241	0.0520909	0.5744514	0.5548946	0.3415520	0.1297300	0.1550638	0.7173109	0.7996044	0.7927088	0.5672080	0.6628459	0.5165411	0.5621266	0.6675616	0.2977374	0.6666128	0.0467854	0.4235822
500	0.0792015	0.3873618	0.3802160	0.7136181	0.0000039	0.0037744	0.1265194	0.6635985	0.0995256	0.0002411	0.2422063	0.1569732	0.0020449	0.2435247	0.2105278	0.5777646	0.4182056	0.2877819	0.0052621	0.0827151	0.0687915	0.3347104	0.4983604	0.1518312	0.6826574	0.0007812	0.2558229	0.2118485	0.0468754	0.0189631	0.2396698	0.6262740	0.6250101	0.0973202	0.7241793	0.0584039	0.3352164	0.0226240	0.3190420	0.0681731	0.3842615	0.8388156	0.5352896	0.5784463	0.3013347	0.0424271	0.7669951	0.7283023	0.3554485	0.0055586	0.5453074	0.4100311	0.2709674	0.6580165	0.0599772	0.1784528	0.6381478	0.1752478	0.2081699	0.6829730	0.1478768	0.5762557	0.0399391	0.5395295	0.6952432	0.3075891	0.1292740	0.0842161	0.6486235	0.6886861	0.5891701	0.7200632	0.6643577	0.4552366	0.7426895	0.6640807	0.3178783	0.6739597	0.0564140	0.5184723
550	0.1185763	0.6436036	0.2788666	0.8232562	0.0565611	0.0385539	0.1134688	0.6484928	0.0741614	0.0006841	0.3066793	0.1626652	0.0343122	0.2510979	0.3244308	0.5810242	0.2942422	0.1793357	0.0076000	0.1013186	0.1120170	0.3256649	0.6105722	0.1029799	0.6143096	0.0458850	0.2515136	0.1986915	0.0512920	0.0314984	0.1647788	0.5906864	0.5987893	0.4749559	0.5988201	0.0347905	0.2209184	0.1542646	0.2262476	0.0940906	0.4194550	0.7047019	0.4750395	0.5170276	0.3686438	0.1871685	0.5537771	0.6679102	0.4105449	0.0024583	0.6092139	0.5921673	0.2164037	0.6832209	0.0801343	0.2200648	0.3723723	0.6020991	0.1837754	0.5707842	0.0883429	0.7056296	0.0623848	0.5583272	0.5940525	0.3827682	0.4615320	0.2123079	0.7611619	0.7304373	0.4937831	0.5668572	0.6442729	0.4567739	0.3801997	0.5614476	0.1380337	0.8945680	0.0276510	0.4739856
600	0.0753198	0.7305084	0.2235118	0.6691522	0.0274641	0.0730961	0.0532783	0.7817846	0.1073407	0.0018913	0.3539112	0.1562565	0.0146899	0.3163000	0.2484725	0.6593335	0.3544567	0.2120383	0.0299410	0.1468000	0.1389585	0.3461394	0.6874487	0.0775736	0.6388701	0.0638512	0.2183195	0.1857507	0.0456547	0.0035497	0.1955854	0.6646717	0.4690633	0.6674348	0.3628226	0.0135629	0.2573565	0.1282435	0.1765526	0.0600216	0.5013900	0.7968841	0.4624246	0.5130812	0.2901162	0.1322875	0.5663777	0.7175728	0.3965964	0.0066719	0.7122447	0.7516881	0.2402375	0.8409808	0.1495903	0.3449930	0.3120826	0.6797840	0.3063088	0.7095409	0.1914968	0.7604349	0.0607182	0.6259446	0.4869235	0.4681237	0.5600364	0.3729683	0.6254539	0.6673480	0.4750358	0.5411941	0.5269295	0.4813619	0.3772751	0.6359919	0.1635345	0.7578927	0.0375105	0.4258508
650	0.0560256	0.6336305	0.2593209	0.6125657	0.0238101	0.0631883	0.0444765	0.7100651	0.0665419	0.0010285	0.3238963	0.1801713	0.0269559	0.2279194	0.3068540	0.5600189	0.3297395	0.2511910	0.0123136	0.1068263	0.0763481	0.4696589	0.5377326	0.0927228	0.6364137	0.0297626	0.2757225	0.2026703	0.0173703	0.0149163	0.1780004	0.6253306	0.3855600	0.6034506	0.2399223	0.0011660	0.3185912	0.1512358	0.2105319	0.0831902	0.4198686	0.7796145	0.5610932	0.3753490	0.2678865	0.1773855	0.6005282	0.6844469	0.4071329	0.0004139	0.6254400	0.7020310	0.2431544	0.5905765	0.1182828	0.4484322	0.2932761	0.5889454	0.3391469	0.6162950	0.2334377	0.6734651	0.0839189	0.5734758	0.5364365	0.5378117	0.5560993	0.3997779	0.8832225	0.7701573	0.4887773	0.5466516	0.6740099	0.4383952	0.4829216	0.7024289	0.2003280	0.7106831	0.0565791	0.5494293
700	0.1302809	0.7106569	0.2717521	0.6982077	0.0170580	0.0759022	0.0507997	0.6944588	0.0788700	0.0000101	0.2957407	0.1545237	0.0101466	0.2924369	0.3203847	0.6277183	0.3603611	0.2483235	0.0157992	0.0924100	0.1122216	0.3096262	0.5708098	0.0769156	0.6701229	0.0279366	0.2985640	0.3200109	0.0307121	0.0087726	0.1452855	0.8065590	0.2420327	0.5487269	0.1006292	0.0007634	0.3172970	0.1139096	0.1545612	0.1172517	0.3542387	0.6599362	0.5367296	0.4347152	0.3725324	0.1133851	0.5705753	0.7215056	0.3789504	0.0002396	0.6154769	0.7023002	0.3088416	0.6732316	0.1766962	0.4504829	0.1894562	0.5556150	0.4305528	0.6664914	0.2619190	0.7375828	0.0258292	0.5837100	0.5824877	0.4437554	0.6598799	0.3981140	0.7063528	0.6824754	0.4159252	0.4754305	0.6789254	0.6451358	0.4709725	0.7296772	0.2849087	0.9115393	0.0459245	0.4382115
750	0.0852097	0.6952994	0.2445758	0.5332490	0.0080480	0.0754913	0.0227482	0.7247606	0.0545495	0.0002341	0.2952727	0.1541849	0.0162022	0.2587977	0.2266164	0.6602410	0.4004474	0.2528141	0.0209341	0.1060208	0.0860751	0.3283146	0.4757218	0.1189371	0.7261213	0.0614753	0.2012469	0.2263550	0.0420064	0.0041338	0.2144715	0.6942853	0.2407254	0.6225335	0.0810051	0.0007017	0.1839113	0.1049076	0.1877117	0.1234414	0.4853091	0.6817867	0.5247821	0.4288552	0.3356803	0.1823643	0.7157509	0.6814222	0.3717845	0.0000717	0.6672043	0.6203101	0.2768507	0.6622519	0.2478054	0.3230617	0.1351999	0.5601383	0.4904165	0.7381620	0.1793695	0.6004573	0.0363972	0.6122011	0.5036933	0.5884616	0.7478679	0.2950332	0.6987954	0.6570771	0.4306996	0.5317893	0.6564517	0.6443478	0.5551551	0.6777210	0.2698426	0.6556500	0.0348118	0.5008740
800	0.0989982	0.8278634	0.2708322	0.6514144	0.0193290	0.0385336	0.0464530	0.7448084	0.1144036	0.0000673	0.3547577	0.1147433	0.0124625	0.2167243	0.3128928	0.6744655	0.4269059	0.2586645	0.0258792	0.0911873	0.0599195	0.3991355	0.5612979	0.1174816	0.6555744	0.0711813	0.2297071	0.2604955	0.0436289	0.0107763	0.2037772	0.5024919	0.2498634	0.5820885	0.0784494	0.0002313	0.2328683	0.1102122	0.2134390	0.1275593	0.4996199	0.6641551	0.5349092	0.4734586	0.2875481	0.1329834	0.6856804	0.6185160	0.3938053	0.0022120	0.6595950	0.7541379	0.3586126	0.6706877	0.1831690	0.3396106	0.1413172	0.5398638	0.3906051	0.7380754	0.2232734	0.6597100	0.0536845	0.7262094	0.4916879	0.5544410	0.7172083	0.3899746	0.6318366	0.6769870	0.4718361	0.6013513	0.5655643	0.5079398	0.5658542	0.6526527	0.3259803	0.7973506	0.0349766	0.4701262
850	0.0872042	0.7626456	0.2846798	0.7689598	0.0464502	0.0390428	0.0944974	0.7373072	0.0543955	0.0001270	0.4436986	0.1684097	0.0086712	0.2736417	0.3361753	0.6881409	0.3669355	0.2313814	0.0127945	0.1791412	0.1283091	0.3984142	0.4934428	0.1463288	0.6279885	0.0869779	0.4068976	0.3207978	0.0304171	0.0260515	0.1297949	0.5681693	0.1551220	0.6808399	0.0976757	0.0032394	0.3147827	0.1412375	0.1071651	0.1690067	0.4618134	0.8383097	0.4651192	0.4729211	0.1997571	0.1128016	0.4609381	0.5942804	0.2918276	0.0001763	0.6746538	0.7385343	0.3339751	0.6962725	0.2312275	0.3172858	0.1566408	0.6815570	0.4148315	0.6164760	0.1924950	0.6151361	0.0368745	0.5942935	0.6392936	0.6399544	0.5969273	0.4468267	0.7215701	0.7316415	0.4658527	0.6685642	0.6377315	0.5824854	0.5690509	0.8040743	0.3071832	0.6024402	0.0809751	0.5209559
900	0.0660884	0.6589489	0.2710141	0.7116197	0.0247321	0.0491774	0.0743479	0.7395857	0.0589825	0.0051605	0.4157743	0.1789231	0.0129359	0.2251489	0.3638455	0.5864341	0.3679247	0.2286789	0.0124748	0.1073604	0.0971742	0.3631843	0.5783911	0.0999934	0.8070857	0.0567787	0.2493522	0.1911312	0.0310502	0.0227608	0.2067932	0.6438686	0.1127105	0.8037074	0.1267864	0.0001633	0.2752722	0.1260176	0.1342437	0.1147103	0.3734729	0.6705296	0.4725524	0.4547642	0.2302492	0.1669535	0.6585405	0.7997135	0.3717028	0.0000000	0.5296733	0.6015154	0.3918512	0.7358932	0.1941574	0.3140026	0.2119978	0.6435563	0.3627706	0.7458049	0.2306416	0.6810988	0.0783184	0.5937665	0.4634307	0.5920081	0.6038449	0.4511609	0.7589272	0.6222880	0.5488362	0.6662496	0.5774677	0.5496900	0.4559987	0.7013671	0.3141385	0.6710831	0.0345732	0.3490633
950	0.0897699	0.7065535	0.2695570	0.6599503	0.0199967	0.0429849	0.0221936	0.6608938	0.0736553	0.0038648	0.2992660	0.1742499	0.0138726	0.1987258	0.2607632	0.5356013	0.3825875	0.2895341	0.0097496	0.0992379	0.1022079	0.3613346	0.5581195	0.0972381	0.7238302	0.0393361	0.3465059	0.2248385	0.0346757	0.0166581	0.1663342	0.5653968	0.0736591	0.6634727	0.1272673	0.0012870	0.2460639	0.1164164	0.1928890	0.1132723	0.4332840	0.7138162	0.4790240	0.4595638	0.2888765	0.1822755	0.5944523	0.7444142	0.3381607	0.0010022	0.6840094	0.5441089	0.3501783	0.8123766	0.1778689	0.3443395	0.1511539	0.6473924	0.2909462	0.7973697	0.2444847	0.6868176	0.0654473	0.5605170	0.4703527	0.5961497	0.6693949	0.4310733	0.7428521	0.6675405	0.4920315	0.5491829	0.5699108	0.5605200	0.4707921	0.7242163	0.3028667	0.6918367	0.0380575	0.4537892
1000	0.0594258	0.7656320	0.3122368	0.7152809	0.0211864	0.0428758	0.0658344	0.7249267	0.0598507	0.0000095	0.3248700	0.1468242	0.0068618	0.2422811	0.3146751	0.7273851	0.4102338	0.2244672	0.0089429	0.0909079	0.0849912	0.3505769	0.5787408	0.1433691	0.7638437	0.0497661	0.2663513	0.2755049	0.0351371	0.0103303	0.1476140	0.5214122	0.1186417	0.7089914	0.1020696	0.0005993	0.2719226	0.1208840	0.1727245	0.1346306	0.4189354	0.7550257	0.4766835	0.3809964	0.2587491	0.1453747	0.5780723	0.5635537	0.3953417	0.0046924	0.7063299	0.6695545	0.3666758	0.6527997	0.1624417	0.3797960	0.2043175	0.5509505	0.3197135	0.7422801	0.1925677	0.6587800	0.0638131	0.6187747	0.6000749	0.5815266	0.7654824	0.3518563	0.7056684	0.6941805	0.4406407	0.5537273	0.5425109	0.5673030	0.4652073	0.7311313	0.2641879	0.6830020	0.0449011	0.3556445

