"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200
600	0.4169537	0.5963415	0.1154597	0.6996792	0.5849677	0.4278424	0.6259376	0.5764605	0.4680023	0.5037431	0.1168998	0.4621235	0.4293890	0.3261971	0.2481324	0.0762957	0.5451717	0.3633408	0.3886865	0.3703605	0.0469505	0.7061720	0.6030404	0.5080490	0.3217324	0.4428923	0.1537251	0.3769647	0.0495738	0.2419123	0.4450595	0.3663961	0.6059200	0.0143646	0.3572432	0.3684868	0.5438103	0.4544669	0.0101392	0.2614420	0.6967391	0.7413375	0.3337236	0.0765646	0.2032585	0.4943283	0.2987874	0.6414443	0.0204039	0.2354565	0.0235485	0.6485423	0.2853752	0.0003866	0.4609142	0.3667341	0.6169415	0.2969084	0.6739903	0.3642540	0.1818058	0.4927787	0.3406653	0.5949886	0.5824863	0.5198902	0.3064055	0.1303953	0.2494360	0.5095287	0.0943822	0.6622358	0.3959757	0.6285928	0.1427193	0.5856644	0.0820849	0.6399890	0.0787428	0.3355982	0.7279002	0.5215913	0.3324339	0.6769771	0.7299273	0.1276365	0.6962714	0.4413532	0.0366951	0.0370149	0.7000911	0.3807636	0.4597329	0.3346860	0.6080906	0.2177847	0.6733814	0.0962073	0.3766345	0.4208607	0.0125022	0.1351048	0.7595622	0.4439029	0.5618570	0.3096010	0.3115251	0.0028045	0.1688035	0.6164757	0.2352023	0.6706559	0.6680207	0.0659544	0.6083825	0.1667115	0.4778991	0.0163099	0.3803437	0.7146580	0.4057784	0.0416182	0.0939746	0.7133184	0.2591509	0.4771394	0.0203523	0.3113321	0.7983386	0.5266097	0.0909281	0.3643727	0.0571153	0.6203419	0.2644231	0.6051805	0.1052521	0.7630130	0.6602888	0.6900352	0.1849651	0.4271423	0.3698037	0.1295703	0.2781284	0.2754946	0.3007357	0.0895264	0.7047460	0.2307797	0.4047963	0.5959174	0.2876296	0.3774814	0.2973593	0.4375978	0.7526212	0.5470834	0.2561588	0.1477500	0.2152261	0.2857094	0.3101487	0.5659528	0.5612210	0.3965415	0.0172414	0.5444285	0.3128387	0.3052948	0.4575027	0.3718593	0.2469821	0.5875159	0.1599423	0.5123614	0.6225156	0.0161571	0.2471437	0.2095953	0.3462634	0.3509588	0.4646814	0.3990498	0.1310255	0.5761639	0.0540459	0.4617146	0.4025072	0.1813679	0.7072916	0.0062407	0.1676527	0.2205338	0.5821425	0.5717811	0.4403049	0.1208104	0.2467007	0.3416446
650	0.5783475	0.7197013	0.0973128	0.6912135	0.6344232	0.4568939	0.5505519	0.5501298	0.5185208	0.3755818	0.0599796	0.4910483	0.5900578	0.3752488	0.3418230	0.0481001	0.5306828	0.3426721	0.4070075	0.5403454	0.0406939	0.7075851	0.6615289	0.5575001	0.4499804	0.4064624	0.1806061	0.3168529	0.0393384	0.1838976	0.3222547	0.4045388	0.7733781	0.0135565	0.3752155	0.3366501	0.5311336	0.4092640	0.0112693	0.2072991	0.8941871	0.7203843	0.3574903	0.1089858	0.1981040	0.2987788	0.2508725	0.6090268	0.0212705	0.3653950	0.0437646	0.6258495	0.3699939	0.0002923	0.5284644	0.4176881	0.6310810	0.2169680	0.6221216	0.3894501	0.1173542	0.5186011	0.3692612	0.6006077	0.6280040	0.5513555	0.3462395	0.0920810	0.3521669	0.5438658	0.0474942	0.8258922	0.3435714	0.7564125	0.1728756	0.6517749	0.1022846	0.6344992	0.1057463	0.3452073	0.7685513	0.4782027	0.4550508	0.7528427	0.5967913	0.1911812	0.6464285	0.4728047	0.0202299	0.0299563	0.6209457	0.3627372	0.4249974	0.3433036	0.6210484	0.3124314	0.7403529	0.2134771	0.3032014	0.3762491	0.0093320	0.0173295	0.6397830	0.4530468	0.4297348	0.2893832	0.4241803	0.0032878	0.1508032	0.7237751	0.3315702	0.7725996	0.6298417	0.0703190	0.5943245	0.0971282	0.5867446	0.0166120	0.3223463	0.6070061	0.3627177	0.0282043	0.0443879	0.7158743	0.1157506	0.4801322	0.0298332	0.4167944	0.7961566	0.5521788	0.0705989	0.5146093	0.0876198	0.6191664	0.2619296	0.5377176	0.1589197	0.5900562	0.6090528	0.5868868	0.1897939	0.5023882	0.3775124	0.0674874	0.2061582	0.2558799	0.4111170	0.1157155	0.6979406	0.2644452	0.4578005	0.6651393	0.3031693	0.2627776	0.2900787	0.4619894	0.6998468	0.6494079	0.3222799	0.1775513	0.1776389	0.3351108	0.4031299	0.6936037	0.4244289	0.2882189	0.0063444	0.6991348	0.3227708	0.2746336	0.4550141	0.5277177	0.4049364	0.6852498	0.0729999	0.6104516	0.6579367	0.0073722	0.2018108	0.1828450	0.5159074	0.2832693	0.3625772	0.5251720	0.1554898	0.6779476	0.0314661	0.2940823	0.1838563	0.1881159	0.5493908	0.0064796	0.2087548	0.1292402	0.6505326	0.4882652	0.4701235	0.0504370	0.3405627	0.2880329
700	0.6051972	0.6670241	0.1213664	0.7491666	0.6316464	0.3502992	0.4557575	0.5078991	0.6757071	0.5114447	0.0739608	0.5832107	0.5816148	0.2963004	0.2858884	0.0536360	0.6098121	0.3442159	0.5198862	0.5134130	0.0429154	0.5609457	0.7034408	0.6577503	0.5253701	0.4794645	0.2717576	0.3850603	0.0511050	0.1902119	0.3649920	0.3406881	0.6152421	0.0174588	0.4524180	0.2545576	0.5499020	0.4097005	0.0027132	0.3271257	0.7737126	0.6808278	0.4648849	0.1134397	0.1037717	0.2241756	0.2727690	0.6061667	0.0517031	0.2441639	0.0671911	0.6765756	0.3977910	0.0001388	0.6039836	0.3603441	0.5995135	0.1881639	0.6464652	0.3466332	0.0855921	0.4441138	0.3197672	0.6665180	0.4637780	0.6267635	0.3500529	0.0464528	0.3229291	0.5791114	0.0388614	0.6673885	0.3863234	0.7782826	0.1832856	0.6599360	0.0810578	0.7187482	0.0741757	0.3616105	0.6808944	0.5925780	0.6084090	0.6980566	0.6754494	0.1711929	0.7939846	0.5178388	0.0220480	0.0278732	0.7150949	0.3565589	0.4896138	0.3675717	0.5941893	0.2983869	0.7434234	0.1836669	0.3821338	0.4370809	0.0095034	0.0266208	0.7075846	0.3699990	0.6022651	0.2075592	0.3907118	0.0105987	0.1484482	0.6511832	0.3996846	0.6663105	0.6803134	0.0826543	0.7272130	0.0762279	0.5556329	0.0221476	0.2262219	0.7171653	0.4566394	0.0327667	0.0653941	0.6879193	0.0897281	0.3707276	0.0274662	0.3470474	0.6751588	0.4581989	0.0812010	0.4633102	0.0921566	0.6859321	0.2367889	0.5730955	0.2213723	0.6609067	0.7090703	0.7075850	0.1565128	0.4499490	0.3395139	0.0324928	0.3355711	0.2408727	0.2704542	0.0763427	0.7299838	0.2895175	0.4229637	0.5526010	0.3326362	0.2840106	0.3325960	0.3950848	0.6989752	0.4823142	0.3142473	0.1315785	0.1874464	0.2789293	0.3542356	0.5105311	0.4177479	0.3920553	0.0323013	0.8527053	0.3205328	0.3010146	0.2560686	0.6506311	0.4205236	0.6267259	0.1112202	0.6710146	0.7178506	0.0214178	0.2471160	0.1256709	0.5418468	0.2202679	0.3424239	0.5761289	0.2163523	0.6823925	0.0395399	0.2691663	0.1403138	0.1856720	0.7597039	0.0044653	0.2838071	0.1148681	0.8045889	0.5693302	0.3917932	0.0467661	0.4908221	0.3381079
750	0.5814024	0.7657892	0.1095190	0.6447901	0.5641044	0.4271261	0.5474952	0.6436595	0.6736638	0.4557855	0.0567617	0.5437655	0.5867299	0.3297804	0.2375810	0.0666784	0.7739239	0.3545698	0.4201205	0.4494823	0.0867199	0.6598660	0.6351782	0.5814842	0.6600998	0.4177884	0.2377040	0.4009121	0.0316505	0.1551146	0.4156190	0.3525947	0.6110963	0.0088718	0.4682495	0.3072409	0.6164565	0.3977383	0.0192869	0.2521421	0.6745115	0.7046715	0.5597268	0.0802512	0.1061565	0.1909265	0.3286718	0.5882722	0.0373529	0.2863303	0.0591447	0.8038261	0.3828506	0.0036645	0.4892487	0.4305504	0.7725982	0.2098933	0.7110734	0.3898967	0.0845864	0.4791943	0.3604060	0.6952596	0.5279703	0.5172898	0.3014313	0.0611582	0.2745988	0.3839266	0.0477020	0.6790285	0.3884505	0.8012711	0.1302592	0.6687306	0.1548438	0.7464379	0.0512912	0.3915816	0.7215905	0.5772907	0.5572862	0.7231137	0.6410052	0.1719072	0.6249796	0.5087917	0.0436880	0.0206949	0.7013767	0.4210428	0.4540620	0.4020892	0.4702862	0.2137134	0.5256538	0.1543794	0.3778331	0.3371044	0.0029673	0.0482240	0.6207144	0.3877917	0.4308633	0.1918492	0.3547976	0.0102049	0.1610480	0.8662118	0.3197653	0.6493065	0.5733056	0.0738883	0.7204508	0.0371971	0.4995348	0.0263494	0.2253404	0.7195022	0.3294890	0.0250759	0.0585135	0.7563732	0.0609486	0.4149630	0.0122250	0.3841323	0.6039151	0.5555577	0.0575430	0.3733833	0.1081156	0.7628200	0.1814978	0.6500552	0.1600590	0.7405231	0.8836093	0.6408775	0.1753277	0.5132377	0.2933385	0.0629006	0.2775497	0.1841814	0.3125599	0.0719821	0.5656126	0.3168087	0.4259937	0.6541004	0.3301562	0.3407848	0.3321442	0.3778757	0.6909939	0.5911537	0.3482104	0.1803571	0.1463085	0.2463855	0.4145443	0.5682258	0.4124416	0.3585922	0.0474558	0.7548412	0.4555911	0.2323231	0.2961346	0.6075369	0.3462396	0.7579211	0.0969644	0.6458674	0.6531347	0.0029679	0.2387356	0.1019148	0.4710344	0.2832117	0.3679027	0.4575750	0.2563373	0.6555129	0.0438097	0.2744281	0.1546284	0.1615711	0.7749326	0.0028436	0.1611934	0.0985327	0.7446045	0.5229320	0.6066505	0.0232342	0.5158135	0.3644147
800	0.5736674	0.7582616	0.1413152	0.5684982	0.7521160	0.3384048	0.5043369	0.5154538	0.6291320	0.5048983	0.0510812	0.5308296	0.6374224	0.2942437	0.1991288	0.0485581	0.7245236	0.3932504	0.5527214	0.4730177	0.0967313	0.6406260	0.5796486	0.7065771	0.5835402	0.4929837	0.1841008	0.3083362	0.0364385	0.2392376	0.3822497	0.3417105	0.5911991	0.0085979	0.5013929	0.3427031	0.5332218	0.4989033	0.0025315	0.2836566	0.9077466	0.5886310	0.4347901	0.0840567	0.1024091	0.2112544	0.3075957	0.7451763	0.0338624	0.3112934	0.0862691	0.7281354	0.3550479	0.0018885	0.4734200	0.4008773	0.6752528	0.2449734	0.7192789	0.4254941	0.0785084	0.4106047	0.3405120	0.7257255	0.5430412	0.3805403	0.3177693	0.0730134	0.3835786	0.4368277	0.0354144	0.7712665	0.3799033	0.7161852	0.1471064	0.5423229	0.0528382	0.6660883	0.0491045	0.3116928	0.6005153	0.6632625	0.5263436	0.7022786	0.6745505	0.2175749	0.6013870	0.3815326	0.0237620	0.0144326	0.6257637	0.3411942	0.4859378	0.4051663	0.6111929	0.2334640	0.5137918	0.1289124	0.4028477	0.3056702	0.0060971	0.0391791	0.6690210	0.3284645	0.4754652	0.1966148	0.3409044	0.0095441	0.1025982	0.6557292	0.3703626	0.6778509	0.6398616	0.1039948	0.7785334	0.0170743	0.5084726	0.0542587	0.3019156	0.7283380	0.2940296	0.0386720	0.0466939	0.7410524	0.0734482	0.3747357	0.0157102	0.3604794	0.6660835	0.5265400	0.0736474	0.5322640	0.0696686	0.7133660	0.2062877	0.5898689	0.1932471	0.5683816	0.6854380	0.7472833	0.1181305	0.4565019	0.3338624	0.0484378	0.2736075	0.1890143	0.3929645	0.1120711	0.6779148	0.2981895	0.6090191	0.6900571	0.3416490	0.2486109	0.2922133	0.4487911	0.6706016	0.4175010	0.4370015	0.1136401	0.1261230	0.2093072	0.3121529	0.5839145	0.3706446	0.3202957	0.0127386	0.7287249	0.3870996	0.2925508	0.2670611	0.6290453	0.4504200	0.6955246	0.1244880	0.6370017	0.7068490	0.0274444	0.3155037	0.1834400	0.5223294	0.3097796	0.3236447	0.5451700	0.2213154	0.7317353	0.0447793	0.3382785	0.1117415	0.2481557	0.8326576	0.0040484	0.2280571	0.0602897	0.5967086	0.5449840	0.4352681	0.0260660	0.6793790	0.4409854
850	0.6040358	0.6876320	0.1410589	0.7210120	0.6423380	0.3885594	0.5014109	0.4711002	0.4544060	0.4930253	0.0748516	0.5559257	0.6899381	0.3586930	0.1536614	0.0654057	0.6998358	0.4820480	0.4623362	0.5138918	0.0416262	0.6696723	0.6448653	0.6376744	0.5769169	0.4168497	0.2947617	0.4536168	0.0695140	0.2325533	0.3922459	0.4338491	0.6188897	0.0146911	0.4939890	0.2854005	0.5719107	0.3442060	0.0223765	0.2298629	0.6569043	0.6935215	0.4724483	0.1075125	0.0742475	0.2179785	0.3362166	0.6192385	0.0621321	0.2556651	0.0798254	0.7449852	0.3759234	0.0000092	0.4349774	0.5824652	0.5988981	0.2475608	0.5836744	0.4400936	0.0726924	0.3800725	0.3139184	0.7346890	0.5985541	0.5464189	0.4429980	0.0483309	0.2607024	0.7087050	0.0463802	0.7373294	0.4167513	0.6779356	0.1065561	0.6640150	0.0826094	0.7388022	0.0876437	0.3183057	0.6827228	0.5653151	0.6088646	0.7202742	0.6002652	0.2177601	0.7145539	0.4496647	0.0115189	0.0238409	0.6703470	0.3038581	0.3750052	0.3694604	0.5156438	0.2402507	0.6575023	0.1003807	0.4223387	0.2783686	0.0127332	0.0507786	0.7633165	0.3501201	0.5441546	0.1581739	0.3481877	0.0020367	0.1384726	0.6953522	0.4244686	0.7402022	0.5365950	0.1406056	0.6132302	0.0492238	0.7320161	0.0595854	0.2096776	0.6437116	0.3297648	0.0289475	0.0593772	0.8877520	0.0988218	0.4128255	0.0144677	0.3718419	0.6246001	0.4253265	0.0528907	0.4197283	0.1223286	0.7318915	0.1796606	0.5525294	0.1072650	0.6711177	0.6285109	0.6020880	0.1347388	0.4912228	0.3060300	0.0737531	0.1574818	0.1431217	0.3562888	0.0570162	0.5398689	0.2041252	0.4554821	0.7769302	0.3823856	0.3996185	0.3231207	0.4080782	0.7151982	0.4854807	0.3015183	0.1456552	0.1913153	0.2030332	0.3242114	0.6150435	0.4144255	0.3757738	0.0258047	0.6322006	0.3567284	0.4037141	0.2861835	0.7101987	0.4522838	0.6459373	0.0621195	0.7519060	0.6843045	0.0135998	0.2379891	0.1719270	0.4837503	0.2058276	0.3796554	0.4744693	0.3241285	0.6365091	0.0250398	0.2909397	0.0686110	0.2487998	0.6712799	0.0069080	0.2952688	0.1035694	0.8014395	0.5929587	0.3697175	0.0237545	0.6009758	0.3525558
900	0.6297620	0.7031678	0.1504826	0.6160361	0.6970455	0.2738741	0.4936076	0.5145013	0.5470502	0.4359784	0.0739131	0.4904636	0.6127457	0.2903498	0.1330582	0.1277120	0.7452631	0.4952920	0.5889772	0.4281998	0.0462381	0.9375471	0.7893689	0.6093078	0.6417814	0.5014672	0.1896873	0.3644272	0.0346048	0.1373642	0.4153893	0.3463168	0.5273705	0.0266297	0.5155853	0.3218174	0.5941184	0.3587353	0.0071081	0.2707552	0.6143046	0.7780080	0.5220566	0.0876506	0.0688535	0.1468069	0.2888979	0.7091731	0.0606300	0.2530885	0.1686015	0.7657566	0.4826980	0.0001324	0.4753004	0.3824892	0.6866951	0.2133908	0.6434255	0.3942037	0.0973101	0.5000325	0.3313119	0.7063174	0.7175930	0.4354502	0.4029844	0.0601002	0.3032852	0.5004827	0.0451120	0.6847262	0.3766864	0.5718951	0.1260944	0.7294394	0.0448155	0.5492195	0.0509266	0.3050078	0.7577101	0.6148578	0.5871172	0.6337055	0.5643458	0.2774508	0.6503750	0.4584408	0.0332693	0.0183451	0.7015539	0.3033906	0.5312781	0.3979149	0.7002207	0.1865434	0.8153646	0.1376848	0.3426781	0.2939615	0.0025827	0.0552226	0.6709248	0.4794842	0.4784054	0.2121918	0.2917338	0.0101556	0.1272972	0.7101532	0.1957033	0.6952548	0.6500693	0.0836940	0.6902825	0.0178144	0.5768071	0.0223818	0.2393243	0.5352059	0.2636449	0.0238436	0.0703970	0.6915971	0.0763960	0.3397100	0.0194615	0.4658931	0.6172068	0.7110024	0.1262052	0.4030003	0.0845790	0.5820589	0.2237542	0.5265241	0.2179264	0.6372434	0.6687186	0.6823629	0.1138850	0.4909845	0.3412464	0.0776827	0.2830423	0.2515066	0.3804985	0.1212870	0.7008744	0.3383513	0.4875563	0.6104660	0.3395490	0.3544294	0.2989903	0.3248950	0.6972292	0.4371591	0.3490721	0.1710236	0.2061720	0.2366719	0.2970378	0.6195490	0.3046577	0.3230215	0.0224321	0.7239160	0.2807029	0.2373321	0.2116520	0.6439727	0.4176824	0.7561437	0.0760377	0.6869296	0.6784831	0.0211641	0.2440599	0.1527901	0.6181687	0.1940895	0.3580974	0.5430020	0.2699667	0.6597382	0.0219700	0.3254531	0.1067501	0.2332726	0.7471055	0.0068776	0.2092993	0.0340679	0.6831488	0.5986563	0.4132515	0.0380960	0.7043723	0.2929642
950	0.6541239	0.6303668	0.1116578	0.6452824	0.7134668	0.3788589	0.4690655	0.5576056	0.5105367	0.4094645	0.0668409	0.4695166	0.4298638	0.3059382	0.1497531	0.0528860	0.7193181	0.4003440	0.5888422	0.4954774	0.0710137	0.7702057	0.7035951	0.6012762	0.5631481	0.5231071	0.2360977	0.3646016	0.0259499	0.1473890	0.3571005	0.3688903	0.6905253	0.0083619	0.3806739	0.4021683	0.6289550	0.4433402	0.0029466	0.2144013	0.8216560	0.6918787	0.4697102	0.1437081	0.0805301	0.1805218	0.2730041	0.6931851	0.0483162	0.2494809	0.0814298	0.6690393	0.4266476	0.0033871	0.5203478	0.4590693	0.5192641	0.1982833	0.7063236	0.2964412	0.0562784	0.4216983	0.4639039	0.6578604	0.5659450	0.5311596	0.3016467	0.0468542	0.2987774	0.4869764	0.0368087	0.7451825	0.2007897	0.7912989	0.1445214	0.5490488	0.0460953	0.6693836	0.0638379	0.3588627	0.7119008	0.5960964	0.5758331	0.7011575	0.6518369	0.2500764	0.7859584	0.3923687	0.0193856	0.0271117	0.6658006	0.4593338	0.6253465	0.2653247	0.6352341	0.3493871	0.6049712	0.1162541	0.3139853	0.3476843	0.0056758	0.0579906	0.6863506	0.4543655	0.4688642	0.1923382	0.2851939	0.0015473	0.2013424	0.6498611	0.3316383	0.6729867	0.6856483	0.0741171	0.7228977	0.0092080	0.4992473	0.0174207	0.2592879	0.6141886	0.3524628	0.0343984	0.0583632	0.6796137	0.0506204	0.3725942	0.0108251	0.4477822	0.6155722	0.5849768	0.0680330	0.5102336	0.0904995	0.6417968	0.1517403	0.4877813	0.1044808	0.6384694	0.7365868	0.7075361	0.1576526	0.4934680	0.3098389	0.0297543	0.3361400	0.1920506	0.2788482	0.1104314	0.7625324	0.2730015	0.3631346	0.6267869	0.2422672	0.3041144	0.2903000	0.4255261	0.7022834	0.5722870	0.3373424	0.1164909	0.1762769	0.3382533	0.2616707	0.4019072	0.3282104	0.3274778	0.0159196	0.8299988	0.3277286	0.2612583	0.2455688	0.6832743	0.4159658	0.6338356	0.0717604	0.6222228	0.6577377	0.0189357	0.2941731	0.1123147	0.5000895	0.2780844	0.3304369	0.5242429	0.2271468	0.6314210	0.0537057	0.3472055	0.0320283	0.1576684	0.6098284	0.0181834	0.2124058	0.0807294	0.8279901	0.6412909	0.4526824	0.0290753	0.9112699	0.3257929
1000	0.5731982	0.6047679	0.0956409	0.5821752	0.6981263	0.3818559	0.5021349	0.6140561	0.4654131	0.5121757	0.0886012	0.6126818	0.4990382	0.3866672	0.2014316	0.0643383	0.6387937	0.4263334	0.6452638	0.5471769	0.0702365	0.6932213	0.7091013	0.6867182	0.5353571	0.6418253	0.2914237	0.4245597	0.0372445	0.2344341	0.3975094	0.3451450	0.7062790	0.0101271	0.5311715	0.2900043	0.4380264	0.2779668	0.0039156	0.2734841	0.6305974	0.6210746	0.4740882	0.1447572	0.0909604	0.2156170	0.3146105	0.6214819	0.0339585	0.2451608	0.0772258	0.7800457	0.2387299	0.0009539	0.3769292	0.5455438	0.5603365	0.2385079	0.6509913	0.3858926	0.0900852	0.4376560	0.3837601	0.6703468	0.6601169	0.5054693	0.3304841	0.0618298	0.2844349	0.4526153	0.0658368	0.6792110	0.2934023	0.7399790	0.1404634	0.5557850	0.0656672	0.7467764	0.0483050	0.3518224	0.5694443	0.6228645	0.5303889	0.7129281	0.7807395	0.1948471	0.6898952	0.4257290	0.0225837	0.0454272	0.7152144	0.3299036	0.5124042	0.3589846	0.5726051	0.2346935	0.6129933	0.1343833	0.3510180	0.2990444	0.0036499	0.0609784	0.7017847	0.3958874	0.4797677	0.1722505	0.3219236	0.0062901	0.1320001	0.6050976	0.3597658	0.5593126	0.6719862	0.0856264	0.7673776	0.0168115	0.6064792	0.0332794	0.2684598	0.6277597	0.3816847	0.0148260	0.0750512	0.6053305	0.1257519	0.3319928	0.0175183	0.4506417	0.6313201	0.5809235	0.0754443	0.5289388	0.0722411	0.7071407	0.2575236	0.5936921	0.1345247	0.5479218	0.7460889	0.6478006	0.1475475	0.4660520	0.2974033	0.0601697	0.3447681	0.1897056	0.4270704	0.1510752	0.6995301	0.1836265	0.5362242	0.8357422	0.2725056	0.2466568	0.2340526	0.5811051	0.6090227	0.4455280	0.3379221	0.1242113	0.2084760	0.2704992	0.2806071	0.4848395	0.3033542	0.3887130	0.0129383	0.6414364	0.4125760	0.2066749	0.3541021	0.8654847	0.5049752	0.8229609	0.1056493	0.6166992	0.7607318	0.0271913	0.2344524	0.1618601	0.4624483	0.1812041	0.4234977	0.5684706	0.2620824	0.6856335	0.0367928	0.3766267	0.0756511	0.2655479	0.7662555	0.0038625	0.2434810	0.0497222	0.7647578	0.5993370	0.4374877	0.0367062	0.7286908	0.3038810

0	0.6178758	0.7334124	0.2750614	0.4464615	0.7005673	0.4396019	0.3924954	0.0202677	0.5722625	0.0518340	0.0767377	0.7337564	0.7394494	0.6576187	0.0031335	0.5634983	0.6959217	0.6815996	0.6275119	0.7573125	0.4496833	0.0092972	0.5780281	0.0000853	0.7222080	0.6291211	0.2765299	0.3920207	0.6825679	0.6594287	0.7189356	0.0790673	0.0694544	0.2873820	0.5209087	0.0935790	0.7249665	0.0366660	0.6562044	0.6405559	0.6660461	0.7422248	0.4659762	0.5760190	0.0494026	0.1888146	0.4530024	0.7267712	0.5888387	0.2074817	0.5681929	0.5522747	0.6757522	0.0334190	0.2749072	0.4000225	0.5789667	0.6312656	0.7643180	0.8011633	0.0429493	0.0824014	0.6839975	0.6644694	0.7443547	0.0480638	0.4123463	0.0934643	0.2160875	0.5199897	0.0816446	0.9155239	0.5459508	0.6786736	0.1382120	0.1686178	0.6545107	0.6133262	0.0920116	0.3239797	0.0525817	0.5630057	0.5415770	0.7347966	0.0851244	0.7043902	0.5916223	0.0370238	0.7069327	0.6490960	0.7470026	0.2970353	0.5934254	0.6710286	0.1737831	0.2075221	0.5034055	0.1374232	0.3266622	0.2951304	0.2398245	0.0396711	0.7199723	0.4450811	0.0311916	0.0393370	0.3455350	0.0083891	0.1290003	0.6224151	0.2221375	0.7431554	0.3263139	0.7617080	0.7101379	0.0177360	0.5473064	0.7895800	0.0607516	0.0503128	0.4122167	0.0230284	0.7316142	0.7153840	0.1030517	0.3839611	0.0271016	0.6475479	0.6100957	0.4546418	0.1127880	0.4734122	0.1168236	0.4012733	0.2135880	0.7045590	0.1847827	0.6726864	0.6880284	0.6370967	0.1950298	0.7696687	0.2941279	0.0394822	0.2628937	0.0011750	0.3944994	0.0753363	0.6587573	0.6584912	0.5461210	0.7164371	0.6674970	0.3316606	0.2892408	0.4355398	0.6395511	0.5319466	0.6528836	0.1500765	0.2382340	0.2551607	0.2701200	0.5909397	0.3359214	0.2801627	0.0193335	0.6637963	0.3353739	0.2044810	0.2406625	0.6528139	0.4629085	0.6297081	0.0635386	0.6876228	0.6559561	0.0259827	0.1970243	0.1181269	0.5130110	0.2576395	0.2876648	0.6258958	0.2323378	0.6992058	0.0559525	0.5549161	0.0846813	0.2127220	0.7580279	0.0070273	0.1913976	0.0530924	0.6780081	0.6032962	0.2157655	0.3278823	0.0263234	0.3522631
50	0.6999383	0.7766142	0.3071795	0.4996791	0.6886773	0.3912134	0.8659006	0.0335511	0.6196436	0.0865622	0.0334433	0.6425439	0.6506286	0.6726167	0.4718010	0.7530101	0.7264387	0.3358302	0.5763403	0.5808290	0.3275492	0.0216006	0.5404456	0.1464128	0.6541361	0.1833785	0.2532387	0.3528947	0.7140479	0.6257882	0.7065913	0.0561561	0.0892460	0.1924933	0.5376668	0.0884683	0.6133915	0.5031176	0.6955972	0.6831294	0.3181100	0.7338171	0.3934912	0.5623815	0.0924999	0.1795524	0.4274898	0.4686326	0.4733999	0.1622517	0.5092729	0.5908020	0.5949351	0.0031658	0.3802354	0.5154284	0.6565925	0.6690252	0.5255369	0.7289318	0.0987927	0.0317107	0.6226736	0.6131401	0.7122393	0.0648968	0.4006247	0.0539787	0.2410206	0.4566841	0.0356178	0.3961354	0.7645366	0.6738458	0.1441579	0.1813268	0.5421024	0.5997239	0.0559646	0.3728973	0.0814677	0.5688548	0.8022288	0.7089426	0.0402256	0.7002654	0.6012354	0.7051542	0.6423750	0.5837673	0.6317536	0.3338782	0.4651806	0.8188828	0.1222233	0.2548765	0.4518375	0.1397839	0.3010190	0.2436974	0.1993145	0.0693780	0.6279974	0.3320225	0.0833172	0.0372942	0.1322353	0.0030171	0.2406255	0.7030403	0.3462054	0.6961480	0.3333103	0.5899201	0.6654546	0.0022116	0.5262709	0.6805398	0.0785439	0.4462544	0.3460088	0.0243710	0.6943446	0.6285703	0.1158985	0.4195187	0.0163365	0.6867571	0.6940341	0.3694580	0.0640471	0.3929492	0.1428216	0.3098428	0.3172110	0.4090596	0.0760201	0.6777978	0.6369736	0.5706024	0.1693649	0.5961680	0.3169809	0.0070277	0.2287280	0.0194691	0.3867599	0.0760328	0.6330620	0.6761171	0.5672290	0.3934347	0.5754979	0.2988398	0.3677054	0.3710229	0.6807947	0.4512229	0.7641835	0.1299234	0.1272657	0.2839626	0.3144641	0.6389810	0.4437042	0.3348695	0.0195579	0.6188332	0.3529014	0.2066923	0.3572629	0.6990496	0.5013126	0.6859371	0.0905390	0.8031705	0.7546854	0.0375070	0.3503336	0.0860679	0.5128780	0.1204129	0.1615144	0.6103019	0.2251902	0.5860428	0.0500199	0.3594800	0.0670081	0.2885688	0.6011339	0.0041841	0.1386822	0.2463277	0.7761982	0.6854825	0.2361918	0.0753424	0.1023225	0.3600186
